"STATION","DATE","ADPT","ASLP","ASTP","AWBT","AWND","RHAV","SNWD","TAVG","WDF2","WT02","WT05","WT18"
"USW00093846","2024-12-09",,,,,"2.46",,,,"  260",,,
"USW00093846","2024-12-10",,,,,"6.04",,,,"  180",,,
"USW00093846","2024-12-11",,,,,"14.99",,,,"  280",,,
"USW00093846","2024-12-12",,,,,"3.80",,,,"  270",,,
"USW00093846","2024-12-13",,,,,"2.01",,,,"  120",,,
"USW00093846","2024-12-14",,,,,"10.51",,,,"   70",,,
"USW00093846","2024-12-15",,,,,"8.50",,,,"   70",,,
"USW00093846","2024-12-16",,,,,"2.68",,,,"  210","    1",,
"USW00093846","2024-12-17",,,,,"3.58",,,,"  270","    1",,
"USW00093846","2024-12-18",,,,,"4.47",,,,"  230","    1",,
"USW00093846","2024-12-19",,,,,"4.25",,,,"  100",,,
"USW00093846","2024-12-20",,,,,"8.50",,,,"  290",,,
"USW00093846","2024-12-21",,,,,"4.70",,,,"   70",,,
"USW00093846","2024-12-22",,,,,"4.92",,,,"   70",,,
"USW00093846","2024-12-23",,,,,"4.92",,,,"   80",,,
"USW00093846","2024-12-24",,,,,"0.89",,,,"  260",,,
"USW00093846","2024-12-25",,,,,"4.03",,,,"   80",,,
"USW00093846","2024-12-26",,,,,"6.04",,,,"   70",,,
"USW00093846","2024-12-27",,,,,"9.62",,,,"   70",,,
"USW00093846","2024-12-28",,,,,"6.49",,,,"   80",,,
"USW00093846","2024-12-29",,,,,"10.51",,,,"  270",,,
"USW00093846","2024-12-30",,,,,"4.47",,,,"  220","    1",,
"USW00093846","2024-12-31","41","29.76","28.95","47","9.62","   68",,,"  230",,,
"USW00003820","2024-01-01","33","30.10","29.93","40","6.49","   64","0.0","44","  310",,,
"USW00003820","2024-01-02","26","30.23","30.06","33","3.13","   66","0.0","41","  240",,,
"USW00003820","2024-01-03","30","30.11","29.96","34","2.24","   75","0.0","35","  190","    1",,
"USW00003820","2024-01-04","30","30.11","29.93","36","3.80","   71","0.0","43","  350",,,
"USW00003820","2024-01-05","29","30.24","30.08","37","6.04","   61","0.0","38","  110",,,
"USW00003820","2024-01-06","46","29.80","29.67","47","6.04","   92","0.0","49","  340",,,
"USW00003820","2024-01-07","36","30.04","29.83","41","9.17","   71","0.0","47","  290",,,
"USW00003820","2024-01-08","31","30.29","30.12","37","6.04","   71","0.0","40","   90",,,
"USW00003820","2024-01-09","52","29.62","29.42","54","13.87","   89","0.0","54","  240",,,
"USW00003820","2024-01-10","31","29.84","29.63","38","9.84","   63","0.0","47","  250",,,
"USW00003820","2024-01-11","35","30.03","29.85","39","2.24","   79","0.0","42","  190",,,
"USW00003820","2024-01-12","45","29.80","29.68","46","5.82","   90","0.0","41","  320","    1",,
"USW00003820","2024-01-13","31","29.88","29.67","39","10.29","   58","0.0","52","  310",,,
"USW00003820","2024-01-14","27","30.15","29.98","35","4.25","   64","0.0","41","  280",,,
"USW00003820","2024-01-15","35","30.06","29.91","42","2.46","   67","0.0","45","  200",,,
"USW00003820","2024-01-16","34","29.91","29.72","39","7.83","   73","0.0","45","  300",,,
"USW00003820","2024-01-17","14","30.26","30.08","26","4.47","   54","0.0","33","  310",,,
"USW00003820","2024-01-18","19","30.17","30.04","31","2.24","   58","0.0","35","  250",,,
"USW00003820","2024-01-19","30","30.00","29.81","39","12.08","   58","0.0","45","  280",,,
"USW00003820","2024-01-20","13","30.31","30.11","26","8.05","   49","0.0","34","  350",,,
"USW00003820","2024-01-21","9","30.58","30.39","23","4.92","   48","0.0","29","   10",,,
"USW00003820","2024-01-22","23","30.57","30.41","32","2.01","   59","0.0","33","   70",,,
"USW00003820","2024-01-23","44","30.43","30.26","48","2.46","   79","0.0","49","  360",,,
"USW00003820","2024-01-24","60","30.29","30.14","60","4.70","   96","0.0","58","  160","    1",,
"USW00003820","2024-01-25","64","30.15","30.01","66","7.83","   83","0.0","69","  190",,,
"USW00003820","2024-01-26","61","30.10","29.93","63","4.70","   82","0.0","69","  190","    1",,
"USW00003820","2024-01-27","61","30.00","29.86","62","2.91","   90","0.0","62","  170",,,
"USW00003820","2024-01-28","43","29.89","29.72","49","14.99","   67","0.0","59","  290",,,
"USW00003820","2024-01-29","35","30.04","29.86","42","8.72","   62","0.0","50","  330",,,
"USW00003820","2024-01-30","33","30.07","29.91","39","2.91","   69","0.0","44","  230",,,
"USW00003820","2024-01-31","38","30.02","29.85","42","5.82","   77","0.0","47","   20",,,
"USW00003820","2024-02-01","33","30.11","29.95","39","2.46","   73","0.0","42","  210","    1",,
"USW00003820","2024-02-02","36","29.92","29.77","43","0.89","   68","0.0","48","  360",,,
"USW00003820","2024-02-03","34","29.98","29.81","43","6.04","   57","0.0","50","   90",,,
"USW00003820","2024-02-04","34","29.83","29.66","40","8.95","   69","0.0","44","   60",,,
"USW00003820","2024-02-05","39","29.74","29.56","42","8.28","   77","0.0","46","   50",,,
"USW00003820","2024-02-06","30","29.98","29.78","39","7.83","   58","0.0","46","   10",,,
"USW00003820","2024-02-07","27","30.25","30.06","36","3.80","   61","0.0","42","   30",,,
"USW00003820","2024-02-08","31","30.29","30.14","38","1.57","   69","0.0","42","  140",,,
"USW00003820","2024-02-09","45","30.18","30.01","48","0.89","   84","0.0","49","  240",,,
"USW00003820","2024-02-10","51","30.05","29.91","53","3.58","   80","0.0","55","  220","    1",,
"USW00003820","2024-02-11","59","29.91","29.75","60","6.93","   90","0.0","61","  190","    1",,
"USW00003820","2024-02-12","58","29.77","29.65","58","6.93","   96","0.0","59","  240","    1",,
"USW00003820","2024-02-13","37","29.89","29.67","45","12.53","   58","0.0","56","  280",,,
"USW00003820","2024-02-14","33","30.20","30.02","41","2.01","   63","0.0","47","  220",,,
"USW00003820","2024-02-15","36","30.16","30.01","44","4.47","   64","0.0","50","  250",,,
"USW00003820","2024-02-16","41","29.97","29.82","48","3.36","   64","0.0","52","  200",,,
"USW00003820","2024-02-17","40","29.89","29.74","48","9.17","   61","0.0","56","  320",,,
"USW00003820","2024-02-18","25","30.07","29.91","36","3.58","   53","0.0","46","  360",,,
"USW00003820","2024-02-19","29","30.13","29.96","36","1.12","   68","0.0","41","   60",,,
"USW00003820","2024-02-20","28","30.27","30.09","37","1.12","   63","0.0","42","  110",,,
"USW00003820","2024-02-21","32","30.28","30.12","39","0.22","   67","0.0","44","   30",,,
"USW00003820","2024-02-22","34","30.00","29.87","43","6.49","   57","0.0","48","  210",,,
"USW00003820","2024-02-23","44","29.64","29.49","53","12.97","   56","0.0","62","  290",,,
"USW00003820","2024-02-24","29","29.84","29.65","44","12.53","   37","0.0","57","  310",,,
"USW00003820","2024-02-25","28","30.16","29.98","38","2.91","   55","0.0","48","  200",,,
"USW00003820","2024-02-26","34","30.13","29.98","45","5.82","   54","0.0","51","  190",,,
"USW00003820","2024-02-27","47","30.01","29.87","53","7.61","   64","0.0","58","  200",,,
"USW00003820","2024-02-28","53","29.96","29.81","57",,"   72","0.0","67","  300",,,
"USW00003820","2024-02-29","24","30.31","30.12","39",,"   39","0.0","52","   40",,,
"USW00003820","2024-03-01","39","30.31","30.17","42","7.16","   82","0.0","46","  360",,,
"USW00003820","2024-03-02","50","30.14","29.98","51","3.58","   90","0.0","50","  330","    1",,
"USW00003820","2024-03-03","56","30.15","29.99","58","3.58","   89","0.0","59","   40",,,
"USW00003820","2024-03-04","54","30.13","29.97","58","4.03","   74","0.0","63","   10",,,
"USW00003820","2024-03-05","53","30.03","29.88","56","2.91","   80","0.0","60","  110","    1",,
"USW00003820","2024-03-06","60","29.80","29.64","61","6.49","   90","0.0","63","  230",,,
"USW00003820","2024-03-07","54","29.93","29.75","57","4.03","   76","0.0","63","   60","    1",,
"USW00003820","2024-03-08","54","30.05","29.89","56","6.04","   83","0.0","59","  100",,,
"USW00003820","2024-03-09","61","29.75","29.62","63","11.18","   82","0.0","65","  220",,,
"USW00003820","2024-03-10","31","29.93","29.73","45","14.76","   42","0.0","59","  310",,,
"USW00003820","2024-03-11","27","30.19","30.03","41","3.80","   46","0.0","51","  230",,,
"USW00003820","2024-03-12","33","30.09","29.95","46","3.80","   47","0.0","55","  280",,,
"USW00003820","2024-03-13","39","30.01","29.85","49","1.34","   57","0.0","59","  290",,,
"USW00003820","2024-03-14","45","30.08","29.91","53","2.91","   61","0.0","60","  220",,,
"USW00003820","2024-03-15","56","29.97","29.84","59","6.71","   78","0.0","62","  250",,,
"USW00003820","2024-03-16","55","29.87","29.72","60","6.49","   65","0.0","68","  240",,,
"USW00003820","2024-03-17","51","29.81","29.66","55","7.16","   76","0.0","62","  230",,,
"USW00003820","2024-03-18","37","29.87","29.68","48","10.74","   53","0.0","58","  320",,,
"USW00003820","2024-03-19","20","30.06","29.90","38","6.71","   36","0.0","49","  240",,,
"USW00003820","2024-03-20","33","29.97","29.82","45","6.26","   50","0.0","53","  290",,,
"USW00003820","2024-03-21","41","30.07","29.90","51","3.58","   56","0.0","59","  140",,,
"USW00003820","2024-03-22","57","29.97","29.85","58","5.82","   92","0.0","60","  100",,,
"USW00003820","2024-03-23","55","29.75","29.57","58","9.40","   76","0.0","62","   20",,,
"USW00003820","2024-03-24","29","30.08","29.93","42","8.72","   43","0.0","55","   80",,,
"USW00003820","2024-03-25","38","30.18","30.02","46","7.83","   57","0.0","50","   40",,,
"USW00003820","2024-03-26","55","29.96","29.82","59","10.29","   73","0.0","62","  140",,,
"USW00003820","2024-03-27","58","29.90","29.73","58","5.82","   94","0.0","61","  330",,,
"USW00003820","2024-03-28","46","29.96","29.80","53","8.28","   63","0.0","62","  330",,,
"USW00003820","2024-03-29","33","30.12","29.97","45","3.58","   51","0.0","55","  310",,,
"USW00003820","2024-03-30","37","30.05","29.90","48","6.71","   51","0.0","58","  240",,,
"USW00003820","2024-03-31","49","30.00","29.84","56","7.61","   56","0.0","66","  210",,,
"USW00003820","2024-04-01","59","29.96","29.81","63","8.50","   67","0.0","71","  260",,,
"USW00003820","2024-04-02","60","29.81","29.66","65","9.62","   69","0.0","72","  230",,,
"USW00003820","2024-04-03","51","29.50","29.34","59","14.09","   60","0.0","71","  190",,,
"USW00003820","2024-04-04","31","29.71","29.56","45","10.29","   44","0.0","57","  290",,,
"USW00003820","2024-04-05","33","29.92","29.77","45","8.72","   48","0.0","53","   20",,,
"USW00003820","2024-04-06","34","30.05","29.90","44","3.80","   57","0.0","54","  310",,,
"USW00003820","2024-04-07","39","30.10","29.95","47","2.46","   61","0.0","53","   90",,,
"USW00003820","2024-04-08","49","30.17","30.01","55","4.70","   67","0.0","60","  200",,,
"USW00003820","2024-04-09","56","30.14","29.99","58","2.68","   85","0.0","61","   50",,,
"USW00003820","2024-04-10","59","29.98","29.83","62","6.71","   74","0.0","66","  120",,,
"USW00003820","2024-04-11","60","29.62","29.50","64","15.88","   72","0.0","71","  220",,,
"USW00003820","2024-04-12","37","29.92","29.77","51","15.43","   42","0.0","65","  310",,,
"USW00003820","2024-04-13","35","30.13","29.98","49","8.95","   41","0.0","63","  300",,,
"USW00003820","2024-04-14","47","30.08","29.92","56","4.47","   54","0.0","63","  210",,,
"USW00003820","2024-04-15","50","30.02","29.87","59","7.61","   50","0.0","73","  260",,,
"USW00003820","2024-04-16","54","30.09","29.94","60","2.91","   66","0.0","69","  210",,,
"USW00003820","2024-04-17","58","30.09","29.94","63","5.82","   69","0.0","68","  190","    1",,
"USW00003820","2024-04-18","60","30.02","29.86","65","2.24","   66","0.0","74","  210","    1",,
"USW00003820","2024-04-19","63","29.97","29.81","67","3.80","   70","0.0","74","  240",,,
"USW00003820","2024-04-20","62","29.94","29.79","68","6.04","   62","0.0","77","  250",,,
"USW00003820","2024-04-21","54","29.94","29.80","56","6.04","   86","0.0","64","  360","    1",,
"USW00003820","2024-04-22","44","30.11","29.95","50","5.59","   69","0.0","56","   20",,,
"USW00003820","2024-04-23","41","30.16","30.02","49","3.36","   63","0.0","55","  210","    1",,
"USW00003820","2024-04-24","50","30.07","29.91","57","7.83","   57","0.0","64","  230",,,
"USW00003820","2024-04-25","50","30.09","29.93","57","2.68","   62","0.0","69","   50",,,
"USW00003820","2024-04-26","55","30.20","30.04","60","5.37","   69","0.0","65","  110",,,
"USW00003820","2024-04-27","57","30.30","30.15","60","4.92","   76","0.0","66","  150","    1",,
"USW00003820","2024-04-28","56","30.24","30.09","60","4.92","   73","0.0","66","  140","    1",,
"USW00003820","2024-04-29","52","30.11","29.97","58","4.47","   65","0.0","66","  190","    1",,
"USW00003820","2024-04-30","54","30.00","29.85","59","4.25","   69","0.0","68","  320","    1",,
"USW00003820","2024-05-01","58","29.95","29.80","63","2.24","   71","0.0","71","  350","    1",,
"USW00003820","2024-05-02","60","29.96","29.81","64","3.13","   67","0.0","71","  170",,,
"USW00003820","2024-05-03","66","29.92","29.84","69","3.13","   77","0.0","75","  120","    1",,
"USW00003820","2024-05-04","67","30.02","29.88","68","4.25","   87","0.0","72","  230",,,
"USW00003820","2024-05-05","67","30.03","29.88","69","3.58","   82","0.0","72","   20",,,
"USW00003820","2024-05-06","67","29.98","29.84","68","4.70","   86","0.0","72","  270",,,
"USW00003820","2024-05-07","65","29.86","29.71","69","6.71","   69","0.0","75","  270",,,
"USW00003820","2024-05-08","67","29.82","29.67","71","4.92","   74","0.0","77","  210",,,
"USW00003820","2024-05-09","66","29.81","29.67","67","6.93","   87","0.0","72","  350","    1",,
"USW00003820","2024-05-10","62","29.72","29.58","66","9.84","   72","0.0","71","  270",,,
"USW00003820","2024-05-11","48","29.87","29.72","56","5.14","   58","0.0","69","  330",,,
"USW00003820","2024-05-12","51","29.93","29.78","58","3.36","   63","0.0","66","  330",,,
"USW00003820","2024-05-13","60","29.98","29.82","62","3.13","   84","0.0","64","  120",,,
"USW00003820","2024-05-14","67","29.79","29.65","68","3.58","   86","0.0","69","  200",,,
"USW00003820","2024-05-15","65","29.71","29.55","68","7.61","   75","0.0","74","  250",,,
"USW00003820","2024-05-16","61","29.79","29.64","66","4.70","   67","0.0","74","   20",,,
"USW00003820","2024-05-17","65","29.86","29.70","66","2.46","   85","0.0","70","  230",,,
"USW00003820","2024-05-18","67","29.87","29.73","68","3.13","   89","0.0","71","  200",,,
"USW00003820","2024-05-19","63","29.90","29.72","65","5.59","   83","0.0","70","   20","    1",,
"USW00003820","2024-05-20","59","29.97","29.81","63","4.70","   69","0.0","70","   20",,,
"USW00003820","2024-05-21","59","29.98","29.83","64","2.01","   71","0.0","71","  100","    1",,
"USW00003820","2024-05-22","62","30.01","29.85","66","2.91","   71","0.0","73","  190",,,
"USW00003820","2024-05-23","66","29.96","29.81","70","4.03","   68","0.0","77","  220",,,
"USW00003820","2024-05-24","67","29.90","29.75","70","3.58","   78","0.0","77","   60",,,
"USW00003820","2024-05-25","67","29.88","29.72","69","2.46","   78","0.0","74","  340","    1",,
"USW00003820","2024-05-26","68","29.87","29.72","71","4.25","   72","0.0","76","  210",,,
"USW00003820","2024-05-27","69","29.88","29.71","72","6.71","   73","0.0","80","  310",,,
"USW00003820","2024-05-28","60","29.93","29.78","67","7.16","   55","0.0","80","  290",,,
"USW00003820","2024-05-29","53","30.00","29.84","62","5.37","   52","0.0","76","  320",,,
"USW00003820","2024-05-30","52","30.06","29.90","60","3.58","   57","0.0","72","   40",,,
"USW00003820","2024-05-31","49","30.16","29.99","59","4.70","   52","0.0","69","   80",,,
"USW00003820","2024-06-01","53","30.17","30.03","60","6.04","   59","0.0","69","  130",,,
"USW00003820","2024-06-02","63","30.06","29.92","67","4.92","   70","0.0","74","  210",,,
"USW00003820","2024-06-03","67","29.97","29.82","69","4.70","   79","0.0","75","  240",,,
"USW00003820","2024-06-04","68","29.93","29.77","71","4.92","   77","0.0","77","  260",,,
"USW00003820","2024-06-05","69","29.87","29.73","71","6.49","   79","0.0","76","  280",,,
"USW00003820","2024-06-06","69","29.78","29.62","72","7.38","   73","0.0","79","  350",,,
"USW00003820","2024-06-07","63","29.78","29.63","69","7.61","   59","0.0","82","  310",,,
"USW00003820","2024-06-08","57","29.90","29.75","64","2.68","   59","0.0","76","   80",,,
"USW00003820","2024-06-09","62","29.81","29.65","69","6.04","   55","0.0","78","  270",,,
"USW00003820","2024-06-10","59","29.79","29.65","65","3.36","   64","0.0","78","  320",,,
"USW00003820","2024-06-11","53","29.85","29.69","63","2.68","   50","0.0","75","  120","    1",,
"USW00003820","2024-06-12","53","29.95","29.79","63","3.58","   50","0.0","76","  150","    1",,
"USW00003820","2024-06-13","58","29.95","29.80","66","4.70","   57","0.0","78","   70",,,
"USW00003820","2024-06-14","63","29.92","29.77","69","1.12","   63","0.0","78","  350",,,
"USW00003820","2024-06-15","67","29.94","29.78","72","5.37","   68","0.0","81","  320",,,
"USW00003820","2024-06-16","71","30.07","29.90","73","4.03","   78","0.0","79","  120","    1",,
"USW00003820","2024-06-17","71","30.12","29.97","73","3.80","   76","0.0","78","   70","    1",,
"USW00003820","2024-06-18","64","30.14","29.99","69","5.82","   66","0.0","77","  100",,,
"USW00003820","2024-06-19","64","30.20","30.05","69","6.71","   65","0.0","78","   70",,,
"USW00003820","2024-06-20","62","30.23","30.07","68","4.92","   64","0.0","78","   70",,,
"USW00003820","2024-06-21","65","30.15","30.00","70","6.04","   64","0.0","78","   20",,,
"USW00003820","2024-06-22","72","30.04","29.90","75","4.47","   74","0.0","82","  100",,,
"USW00003820","2024-06-23","72","29.89","29.76","76","4.25","   73","0.0","81","   30",,,
"USW00003820","2024-06-24",,,,,"5.59",,"0.0","84","  250",,,
"USW00003820","2024-06-25","65","29.88","29.73","71","3.80","   55","0.0","84","  110",,,
"USW00003820","2024-06-26","69","29.84","29.71","74","7.16","   67","0.0","82","  200","    1",,
"USW00003820","2024-06-27","71","29.80","29.66","74","4.25","   77","0.0","82","  230",,,
"USW00003820","2024-06-28",,,,,"4.70",,"0.0","80","  180",,,
"USW00003820","2024-06-29","73","30.07","29.91","75","3.80","   78","0.0","80","   10",,,
"USW00003820","2024-06-30","73","30.01","29.87","76","4.47","   73","0.0","84","   20",,,
"USW00003820","2024-07-01","73","29.96","29.80","76","3.80","   75","0.0","81","  120",,,
"USW00003820","2024-07-02","64","30.10","29.93","70","6.93","   63","0.0","81","   70",,,
"USW00003820","2024-07-03","69","30.10","29.95","73","4.03","   69","0.0","80","  130",,,
"USW00003820","2024-07-04","70","29.99","29.85","74","3.58","   68","0.0","82","  200",,,
"USW00003820","2024-07-05","73","29.89","29.74","76","5.37","   72","0.0","85","  240",,,
"USW00003820","2024-07-06","75","29.92","29.76","77","5.59","   82","0.0","83","  350",,,
"USW00003820","2024-07-07","74","29.98","29.83","75","4.92","   85","0.0","79","  230",,,
"USW00003820","2024-07-08","74","30.00","29.85","76","2.91","   79","0.0","80","  200",,,
"USW00003820","2024-07-09","73","29.94","29.80","77","4.47","   70","0.0","84","  210",,,
"USW00003820","2024-07-10","69","29.89","29.73","74","7.61","   61","0.0","85","  250",,,
"USW00003820","2024-07-11","66","29.94","29.78","71","5.14","   61","0.0","82","   30",,,
"USW00003820","2024-07-12","68","30.02","29.85","73","2.24","   64","0.0","83","  320",,,
"USW00003820","2024-07-13","73","30.12","29.96","76","2.24","   74","0.0","83","   30",,,
"USW00003820","2024-07-14","72","30.06","29.92","76","2.01","   68","0.0","84","  210","    1",,
"USW00003820","2024-07-15","72","29.99","29.84","76","4.47","   69","0.0","85","  280",,,
"USW00003820","2024-07-16","72","29.98","29.82","75","4.92","   76","0.0","82","  240",,,
"USW00003820","2024-07-17","71","29.98","29.83","74","6.26","   77","0.0","81","  290",,,
"USW00003820","2024-07-18","72","29.99","29.83","74","6.26","   79","0.0","79","  340",,,
"USW00003820","2024-07-19","72","30.05","29.88","73","3.36","   84","0.0","78","  240",,,
"USW00003820","2024-07-20","73","30.08","29.93","74","3.58","   87","0.0","76","  310","    1",,
"USW00003820","2024-07-21","72","30.05","29.90","75","4.92","   79","0.0","79","  190",,,
"USW00003820","2024-07-22","72","30.02","29.87","75","4.70","   75","0.0","81","  200",,,
"USW00003820","2024-07-23","72","30.08","29.91","75","5.14","   74","0.0","83","  320",,,
"USW00003820","2024-07-24","73","30.16","30.01","75","4.25","   84","0.0","80","  250",,,
"USW00003820","2024-07-25","74","30.12","29.97","75","4.25","   88","0.0","78","  190",,,
"USW00003820","2024-07-26","73","30.02","29.87","75","3.13","   82","0.0","79","   30",,,
"USW00003820","2024-07-27","72","30.06","29.89","74","3.80","   79","0.0","79","   40",,,
"USW00003820","2024-07-28","71","30.11","29.96","73","2.68","   83","0.0","78","  280",,,
"USW00003820","2024-07-29","73","30.05","29.90","74","4.47","   92","0.0","76","  140",,,
"USW00003820","2024-07-30","73","29.99","29.85","75","5.82","   79","0.0","79","   30",,,
"USW00003820","2024-07-31","71","30.03","29.87","74","4.92","   73","0.0","80","  220",,,
"USW00003820","2024-08-01","74","30.05","29.90","77","4.70","   76","0.0","82","  220",,,
"USW00003820","2024-08-02","73","29.97","29.82","77","6.93","   67","0.0","86","  200",,,
"USW00003820","2024-08-03","72","29.94","29.78","73","7.38","   86","0.0","80","  280",,,
"USW00003820","2024-08-04","73","30.00","29.83","74","3.80","   82","0.0","77","  180",,,
"USW00003820","2024-08-05","73","29.97","29.83","74","7.61","   90","0.0","77","  130",,,
"USW00003820","2024-08-06","73","29.74","29.60","74","14.99","   94","0.0","74","  340",,,
"USW00003820","2024-08-07","73","29.65","29.51","75","13.42","   79","0.0","79","  350",,,
"USW00003820","2024-08-08","71","29.62","29.45","75","11.86","   73","0.0","82","  300",,,
"USW00003820","2024-08-09","75","29.83","29.66","77","3.13","   83","0.0","81","  320","    1",,
"USW00003820","2024-08-10","75","29.96","29.79","77","2.68","   81","0.0","82","  290",,,
"USW00003820","2024-08-11","73","29.96","29.80","76","3.36","   75","0.0","83","  260",,,
"USW00003820","2024-08-12","72","29.96","29.80","75","1.79","   76","0.0","81","  320","    1",,
"USW00003820","2024-08-13","74","29.98","29.83","76","2.68","   81","0.0","81","   40",,,
"USW00003820","2024-08-14","70","30.03","29.88","73","3.58","   79","0.0","79","   90",,,
"USW00003820","2024-08-15","67","30.05","29.90","71","2.01","   74","0.0","78","  150","    1",,
"USW00003820","2024-08-16","68","30.04","29.88","71","3.58","   75","0.0","78","  210",,,
"USW00003820","2024-08-17","70","29.96","29.80","73","6.26","   76","0.0","78","  200",,,
"USW00003820","2024-08-18","70","29.85","29.70","74","6.71","   69","0.0","81","  260",,,
"USW00003820","2024-08-19","66","29.83","29.67","71","3.58","   69","0.0","80","  300",,,
"USW00003820","2024-08-20","66","29.91","29.74","70","4.92","   69","0.0","79","   30",,,
"USW00003820","2024-08-21","63","30.06","29.89","67","4.92","   67","0.0","76","  110",,,
"USW00003820","2024-08-22","58","30.15","29.98","64","4.92","   64","0.0","74","   80",,,
"USW00003820","2024-08-23","57","30.21","30.06","62","6.04","   65","0.0","70","   40",,,
"USW00003820","2024-08-24","60","30.18","30.03","65","5.59","   67","0.0","73","   70",,,
"USW00003820","2024-08-25","64","30.17","30.01","68","5.82","   68","0.0","74","   30",,,
"USW00003820","2024-08-26","67","30.15","30.00","70","2.91","   72","0.0","78","   90",,,
"USW00003820","2024-08-27","69","30.10","29.96","73","1.79","   74","0.0","79","  130","    1",,
"USW00003820","2024-08-28","71","30.09","29.93","75","3.13","   73","0.0","81","  140","    1",,
"USW00003820","2024-08-29","71","30.11","29.95","74","2.68","   79","0.0","81","  300","    1",,
"USW00003820","2024-08-30","71","30.10","29.95","74","3.13","   75","0.0","80","  140","    1",,
"USW00003820","2024-08-31","71","30.04","29.90","73","2.91","   78","0.0","79","   90",,,
"USW00003820","2024-09-01","70","29.97","29.82","73","3.36","   73","0.0","80","  140",,,
"USW00003820","2024-09-02","72","29.96","29.80","74","4.47","   81","0.0","80","   40",,,
"USW00003820","2024-09-03","61","30.12","29.96","67","9.17","   61","0.0","78","   70",,,
"USW00003820","2024-09-04","61","30.22","30.06","65","8.95","   67","0.0","72","   50",,,
"USW00003820","2024-09-05","63","30.16","30.01","67","8.05","   67","0.0","74","   70",,,
"USW00003820","2024-09-06","65","30.02","29.86","68","5.14","   73","0.0","76","   10",,,
"USW00003820","2024-09-07","66","29.88","29.73","69","3.80","   77","0.0","74","  190",,,
"USW00003820","2024-09-08","58","30.01","29.87","64","5.82","   60","0.0","74","   50",,,
"USW00003820","2024-09-09","60","30.10","29.95","64","3.80","   69","0.0","72","   70",,,
"USW00003820","2024-09-10","54","30.09","29.93","61","3.80","   63","0.0","70","   70",,,
"USW00003820","2024-09-11","61","30.06","29.90","65","4.92","   70","0.0","70","   60",,,
"USW00003820","2024-09-12","65","30.02","29.86","68","5.59","   78","0.0","72","  110",,,
"USW00003820","2024-09-13","68","29.99","29.83","70","6.04","   79","0.0","74","   60",,,
"USW00003820","2024-09-14","68","29.98","29.83","70","7.61","   80","0.0","75","   80",,,
"USW00003820","2024-09-15","65","30.01","29.86","69","10.96","   67","0.0","76","   70",,,
"USW00003820","2024-09-16","61","30.00","29.85","65","11.86","   70","0.0","74","   40",,,
"USW00003820","2024-09-17","60","29.89","29.74","65","5.82","   66","0.0","72","  240",,,
"USW00003820","2024-09-18","66","29.89","29.74","69","3.13","   80","0.0","74","  160",,,
"USW00003820","2024-09-19","65","29.87","29.71","68","2.91","   76","0.0","74","   40",,,
"USW00003820","2024-09-20","65","29.88","29.72","69","1.57","   76","0.0","74","  120",,,
"USW00003820","2024-09-21","66","29.95","29.79","69","2.46","   74","0.0","76","  110",,,
"USW00003820","2024-09-22","66","29.90","29.76","71","5.59","   67","0.0","78","  200","    1",,
"USW00003820","2024-09-23","68","29.91","29.75","72","4.03","   73","0.0","80","  260",,,
"USW00003820","2024-09-24",,,,,"6.93",,"0.0","79","  190",,,
"USW00003820","2024-09-25","70","29.91","29.76","72","6.71","   78","0.0","78","  150",,,
"USW00003820","2024-09-26","72","29.78","29.58","73","7.16","   91","0.0","74","  110",,,
"USW00003820","2024-09-27",,,,,"25.95","   69","0.0","76","  160",,,
"USW00003820","2024-09-28",,,,,,,"0.0",,,,,
"USW00003820","2024-09-29",,,,,,,"0.0",,,,,
"USW00003820","2024-09-30",,,,,,,"0.0",,,,,
"USW00003820","2024-10-01",,,,,,,,"75",,,,
"USW00003820","2024-10-02",,,,,,,"0.0","73",,,,
"USW00003820","2024-10-03",,,,,"2.91",,,"73","  130","    1",,
"USW00003820","2024-10-04",,,,,"2.91",,,"71","   60",,,
"USW00003820","2024-10-05",,,,,"3.80",,,"73","  140",,,
"USW00003820","2024-10-06",,,,,"2.24",,"0.0","73","  130",,,
"USW00003820","2024-10-07",,,,,"1.57",,"0.0","72","  160","    1",,
"USW00003820","2024-10-08",,,,,"4.47",,"0.0","72","   10","    1",,
"USW00003820","2024-10-09",,,,,"4.92",,"0.0","67","   50",,,
"USW00003820","2024-10-10",,,,,"9.17",,"0.0","67","  360",,,
"USW00003820","2024-10-11",,,,,"2.24",,"0.0","60","   50",,,
"USW00003820","2024-10-12",,,,,"1.12",,"0.0","58","  320",,,
"USW00003820","2024-10-13",,,,,"4.25",,"0.0","62","  230","    1",,
"USW00003820","2024-10-14",,,,,"10.74",,"0.0","71","  310",,,
"USW00003820","2024-10-15",,,,,"3.80",,"0.0","59","  340",,,
"USW00003820","2024-10-16",,,,,"8.95",,"0.0","58","   10",,,
"USW00003820","2024-10-17",,,,,"4.70",,"0.0","50","   50",,,
"USW00003820","2024-10-18",,,,,"3.36",,"0.0","52","   60",,,
"USW00003820","2024-10-19",,,,,"4.25",,"0.0","56","   70",,,
"USW00003820","2024-10-20",,,,,"3.13",,"0.0","57","  360",,,
"USW00003820","2024-10-21",,,,,"3.58",,"0.0","59","   50",,,
"USW00003820","2024-10-22",,,,,"2.68",,"0.0","63","  100",,,
